Instance,Makespan,Time,Jobs,Machines
Ta75_F.txt,7185.25,88.89468002319336,100,20
Ta43_F.txt,3431.0,7.873364686965942,30,20
Ta20_F.txt,2230.0,2.2135212421417236,20,15
ORB02_Z.txt,1344.75,0.45626211166381836,10,10
ABZ7_F.txt,1091.0,2.199831485748291,20,15
LA24_F.txt,1389.25,1.112842321395874,15,10
Ta21_F.txt,2728.0,4.697164535522461,20,20
Ta03_F.txt,1790.0,1.4388728141784668,15,15
LA13_G.txt,1498.0,0.4943413734436035,20,5
Ta05_F.txt,1822.25,1.3835935592651367,15,15
FT10_F.txt,1226.0,0.483396053314209,10,10
Ta46_F.txt,3277.5,7.494443416595459,30,20
ORB01_Z.txt,1403.5,0.44462013244628906,10,10
Ta15_F.txt,2595.5,2.1144747734069824,20,15
Ta41_F.txt,3250.75,7.719003915786743,30,20
S6.2.txt,81.25,0.16439056396484375,6,6
FT10_S.txt,1381.5,0.42962193489074707,10,10
LA03_G.txt,857.25,0.18620920181274414,10,5
Ta77_F.txt,7079.75,84.86732792854309,100,20
LA14_G.txt,1474.5,0.459766149520874,20,5
ORB05_Z.txt,1252.5,0.4698514938354492,10,10
Ta23_F.txt,2464.0,3.7182044982910156,20,20
Ta07_F.txt,1895.0,1.417433261871338,15,15
Ta19_F.txt,2096.75,2.477126359939575,20,15
ABZ5_G.txt,1657.5,0.5919253826141357,10,10
S10.2.txt,171.75,0.44257569313049316,10,10
S10.1.txt,158.0,0.4431438446044922,10,10
ABZ9_F.txt,994.25,2.0931878089904785,20,15
FT06_G.txt,66.75,0.13852643966674805,6,6
FT20_F.txt,1626.0,0.45620274543762207,20,5
Ta38_F.txt,2548.0,5.020462989807129,30,15
Ta33_F.txt,2783.75,4.522774696350098,30,15
Ta09_F.txt,2133.0,1.9079420566558838,15,15
Ta04_F.txt,1772.75,1.395193099975586,15,15
LA13_F.txt,1521.25,0.6552555561065674,20,5
LA29_F.txt,1870.0,1.6491680145263672,20,10
ABZ5_Z.txt,1969.25,0.5117831230163574,10,10
ORB03_Z.txt,1443.75,0.44521069526672363,10,10
LA37_S.txt,2287.5,1.3274085521697998,15,15
Ta55_F.txt,3691.25,12.341081619262695,50,15
Ta08_F.txt,1662.0,1.5975925922393799,15,15
Ta39_F.txt,2832.0,4.258162021636963,30,15
Ta48_F.txt,3280.0,8.310149908065796,30,20
Ta78_F.txt,6995.0,85.08480405807495,100,20
FT20_T.txt,1531.0,0.5798244476318359,20,5
Lei01.txt,284.0,1.0159075260162354,15,10
