Instance,Makespan,Time,Jobs,Machines
Ta75_F.txt,7020.0,80.36828112602234,100,20
Ta43_F.txt,2995.75,7.415008306503296,30,20
Ta20_F.txt,2121.0,2.534572124481201,20,15
ORB02_Z.txt,1361.5,0.5878307819366455,10,10
ABZ7_F.txt,942.0,2.4960174560546875,20,15
LA24_F.txt,1232.0,0.8600761890411377,15,10
Ta21_F.txt,2831.5,3.7346436977386475,20,20
Ta03_F.txt,1713.25,1.4786970615386963,15,15
LA13_G.txt,1441.5,0.49741220474243164,20,5
Ta05_F.txt,1985.0,1.4852263927459717,15,15
FT10_F.txt,1300.0,0.49733567237854004,10,10
Ta46_F.txt,2984.75,7.270673990249634,30,20
ORB01_Z.txt,1479.5,0.4902973175048828,10,10
Ta15_F.txt,2229.5,2.2070984840393066,20,15
Ta41_F.txt,3047.0,7.476185321807861,30,20
S6.2.txt,111.75,0.14164280891418457,6,6
FT10_S.txt,1236.0,0.4792320728302002,10,10
LA03_G.txt,798.25,0.2184770107269287,10,5
Ta77_F.txt,6856.0,78.47926831245422,100,20
LA14_G.txt,1413.5,0.5253913402557373,20,5
ORB05_Z.txt,1158.75,0.49109458923339844,10,10
Ta23_F.txt,2301.0,3.600144386291504,20,20
Ta07_F.txt,2091.0,1.4400861263275146,15,15
Ta19_F.txt,2037.5,2.2265212535858154,20,15
ABZ5_G.txt,1566.75,0.4883575439453125,10,10
S10.2.txt,167.0,0.5103366374969482,10,10
S10.1.txt,203.25,0.4953022003173828,10,10
ABZ9_F.txt,1012.0,2.2237281799316406,20,15
FT06_G.txt,96.25,0.1402120590209961,6,6
FT20_F.txt,1698.0,0.49494099617004395,20,5
Ta38_F.txt,2711.25,4.230374574661255,30,15
Ta33_F.txt,2803.25,4.476134777069092,30,15
Ta09_F.txt,2143.0,1.4533662796020508,15,15
Ta04_F.txt,1705.0,1.4676451683044434,15,15
LA13_F.txt,1393.0,0.5151767730712891,20,5
LA29_F.txt,1828.0,1.2290267944335938,20,10
ABZ5_Z.txt,1829.75,0.4893825054168701,10,10
ORB03_Z.txt,1573.0,0.47626781463623047,10,10
LA37_S.txt,2170.75,1.4411232471466064,15,15
Ta55_F.txt,3891.0,11.021019458770752,50,15
Ta08_F.txt,1937.0,1.4107725620269775,15,15
Ta39_F.txt,2738.0,4.397543668746948,30,15
Ta48_F.txt,3061.0,7.191280841827393,30,20
Ta78_F.txt,6922.5,77.63952565193176,100,20
FT20_T.txt,1623.0,0.4867591857910156,20,5
Lei01.txt,294.5,0.8198094367980957,15,10
